intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,name,filename,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,lineage
1839000,0.008972394882953913,1.0,0.008972394882953913,0.008972394882953913,,,,"GCF_000021645.1 Dictyoglomus turgidum DSM 6724 strain=DSM 6724, ASM2164v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,85e27bbbee2de4bc1b92fdf87495eb2e,1.0,1839000,50,23397000,,SRR606249-known,a1da9ad5,204962000,d__Bacteria;p__Dictyoglomota;c__Dictyoglomia;o__Dictyoglomales;f__Dictyoglomaceae;g__Dictyoglomus;s__Dictyoglomus turgidum
1837000,0.008962636976610299,0.9956639566395664,0.008962636976610299,0.008962636976610299,,,,"GCF_000007305.1 Pyrococcus furiosus DSM 3638 strain=DSM 3638, ASM730v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,714aa2c36122b1f1c0e8400e4d236e3b,0.9956639566395664,1837000,51,21560000,,SRR606249-known,a1da9ad5,204962000,d__Archaea;p__Methanobacteriota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Pyrococcus;s__Pyrococcus furiosus
1778000,0.008674778739473659,0.999437570303712,0.008669899786301852,0.008669899786301852,,,,"GCF_000020325.1 Sulfurihydrogenibium sp. YO3AOP1 strain=YO3AOP1, ASM2032v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,a30b11dbb40d8a88d56861b05c0a92a8,1.0,1777000,52,19783000,,SRR606249-known,a1da9ad5,204962000,d__Bacteria;p__Aquificota;c__Aquificae;o__Hydrogenothermales;f__Hydrogenothermaceae;g__Sulfurihydrogenibium;s__Sulfurihydrogenibium sp000020325
1775000,0.008660141879958236,1.0,0.008660141879958236,0.008660141879958236,,,,"GCF_000016125.1 Methanococcus maripaludis C5 strain=C5, ASM1612v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,4fcde47fa8b1e68ce4173be350ee2711,1.0,1775000,53,18008000,,SRR606249-known,a1da9ad5,204962000,d__Archaea;p__Methanobacteriota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanococcus;s__Methanococcus maripaludis_D
1747000,0.008523531191147628,0.9959954233409611,0.008494257472116783,0.008494257472116783,,,,"GCF_000011105.1 Pyrococcus horikoshii OT3 strain=OT3, ASM1110v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,8acbe1802aebe9f0c23cc5428ac003ee,0.9994279176201373,1741000,54,16267000,,SRR606249-known,a1da9ad5,204962000,d__Archaea;p__Methanobacteriota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Pyrococcus;s__Pyrococcus horikoshii
1680000,0.008196641328636527,0.9994047619047619,0.00819176237546472,0.00819176237546472,,,,"GCF_000091665.1 Methanocaldococcus jannaschii DSM 2661 strain=DSM 2661, ASM9166v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,ca6869d4abc24811464383043b077800,1.0,1679000,55,14588000,,SRR606249-known,a1da9ad5,204962000,d__Archaea;p__Methanobacteriota;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanocaldococcus;s__Methanocaldococcus jannaschii
1837000,0.008962636976610299,0.9101796407185628,0.008157609703262068,0.008157609703262068,,,,"GCF_000019625.1 Thermotoga sp. RQ2 strain=RQ2, ASM1962v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,411679f88e1e2e6c7c70fbdc45cb3116,1.0,1672000,56,12916000,,SRR606249-known,a1da9ad5,204962000,d__Bacteria;p__Thermotogota;c__Thermotogae;o__Thermotogales;f__Thermotogaceae;g__Thermotoga;s__Thermotoga maritima
1632000,0.00796245157638977,0.9975535168195718,0.007957572623217963,0.007957572623217963,,,,"GCF_000007185.1 Methanopyrus kandleri AV19 strain=AV19, ASM718v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,78e186071f95b5f58b294343ce2d7ff8,0.998165137614679,1631000,57,11285000,,SRR606249-known,a1da9ad5,204962000,d__Archaea;p__Methanobacteriota;c__Methanopyri;o__Methanopyrales;f__Methanopyraceae;g__Methanopyrus;s__Methanopyrus kandleri
1596000,0.007786809262204701,0.9987476518472135,0.007781930309032894,0.007781930309032894,,,,"GCF_000020785.1 Hydrogenobaculum sp. Y04AAS1 strain=Y04AAS1, ASM2078v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,2e5e6a3c3424fb639400d74abcbda1c6,0.9993738259236068,1595000,58,9690000,,SRR606249-known,a1da9ad5,204962000,d__Bacteria;p__Aquificota;c__Aquificae;o__Aquificales;f__Hydrogenobaculaceae;g__Hydrogenobaculum;s__Hydrogenobaculum sp000020785
1635000,0.007977088435905192,0.9253822629969419,0.007381856148944682,0.007381856148944682,,,,"GCF_000011585.1 Methanococcus maripaludis S2 strain=S2, ASM1158v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,d45be194ffb4596d4fa8845dd89d8d8d,1.0,1513000,59,8177000,,SRR606249-known,a1da9ad5,204962000,d__Archaea;p__Methanobacteriota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanococcus;s__Methanococcus maripaludis
1477000,0.007206213834759614,0.9993234100135318,0.007206213834759614,0.007206213834759614,,,,"GCF_000025665.1 Aciduliprofundum boonei T469 strain=T469, ASM2566v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,c11126d0591db94cd3d1c8568499375f,0.9993234100135318,1477000,60,6700000,,SRR606249-known,a1da9ad5,204962000,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Aciduliprofundales;f__Aciduliprofundaceae;g__Aciduliprofundum;s__Aciduliprofundum boonei
1284000,0.006264575872600775,1.0,0.006264575872600775,0.006264575872600775,,,,"GCF_000017945.1 Ignicoccus hospitalis KIN4/I strain=KIN4/I, ASM1794v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,ed88074adf58a9cfce3a6e63ad414853,1.0,1284000,61,5416000,,SRR606249-known,a1da9ad5,204962000,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Sulfolobales;f__Ignicoccaceae;g__Ignicoccus_A;s__Ignicoccus_A hospitalis
1530000,0.0074647983528654096,0.7278645833333334,0.005454669646080737,0.005454669646080737,,,,"GCF_000173615.1 Sulfurihydrogenibium yellowstonense SS-5 strain=SS-5, ASM17361v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,ea1af81ce1042a3aaa59f860b8a39573,0.99609375,1118000,62,4298000,,SRR606249-known,a1da9ad5,204962000,d__Bacteria;p__Aquificota;c__Aquificae;o__Hydrogenothermales;f__Hydrogenothermaceae;g__Sulfurihydrogenibium;s__Sulfurihydrogenibium yellowstonense
1776000,0.008665020833130043,0.41305571187394485,0.0035811516281066733,0.0035811516281066733,,,,"GCF_000016785.1 Thermotoga petrophila RKU-1 strain=RKU-1, ASM1678v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,745322649f94665adf60b2ee985746ca,0.9994372537985369,734000,63,3564000,,SRR606249-known,a1da9ad5,204962000,d__Bacteria;p__Thermotogota;c__Thermotogae;o__Thermotogales;f__Thermotogaceae;g__Thermotoga;s__Thermotoga petrophila
477000,0.002327260662952157,0.22149532710280373,0.0023126238034367344,0.0023126238034367344,,,,"GCF_009717815.1 Streptococcus parasanguinis strain=BIOML-A3, ASM971781v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,2fcab7a77920c13721e1100bacd32511,0.22289719626168225,474000,64,3090000,,SRR606249-known,a1da9ad5,204962000,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus parasanguinis_B
431000,0.002102828817049014,1.0,0.002102828817049014,0.002102828817049014,,,,"GCA_000008085.1 Nanoarchaeum equitans Kin4-M, ASM808v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,d9e98fc66928684bf96f0aaeb4adcb6e,1.0,431000,65,2659000,,SRR606249-known,a1da9ad5,204962000,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Nanoarchaeales;f__Nanoarchaeaceae;g__Nanoarchaeum;s__Nanoarchaeum equitans
2809000,0.013704979459607147,0.0964765100671141,0.0016832388442735726,0.0016832388442735726,,,,"GCF_000015485.1 Desulfovibrio vulgaris DP4 strain=DP4, ASM1548v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,4f6060905463539fc92cb5ee67552db5,0.7855145413870246,345000,66,2314000,,SRR606249-known,a1da9ad5,204962000,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Nitratidesulfovibrio;s__Nitratidesulfovibrio vulgaris
216000,0.0010538538851104107,0.045085470085470085,0.0010294591192513735,0.0010294591192513735,,,,"GCF_002799245.1 Stenotrophomonas maltophilia strain=EA1, ASM279924v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,03c6e78f14ab8af588f748653db2d6fb,0.046153846153846156,211000,67,2103000,,SRR606249-known,a1da9ad5,204962000,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas maltophilia_S
470000,0.002293107990749505,0.08783783783783784,0.0009513958685024542,0.0009513958685024542,,,,"GCF_000507765.1 Streptococcus parasanguinis CC87K strain=CC87K, Stre_para_CC87K_V1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,cdc4d8d5762bb1b4c8c89cafdd49bd96,0.21171171171171171,195000,68,1908000,,SRR606249-known,a1da9ad5,204962000,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus parasanguinis_B
194000,0.0009465169153306467,0.05679811653914067,0.0009416379621588392,0.0009416379621588392,,,,"GCF_000019485.1 Synechococcus sp. PCC 7002 strain=PCC 7002, ASM1948v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,0f0d961ba85aa942ce94cced7da03771,0.05709240729841083,193000,69,1715000,,SRR606249-known,a1da9ad5,204962000,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Cyanobacteriaceae;g__Limnothrix;s__Limnothrix sp001693275
766000,0.003737278129604512,0.04212792127921279,0.0006684165845376216,0.0006684165845376216,,,,"GCF_900115135.1 Proteiniclasticum ruminis strain=ML2, IMG-taxon 2642422541 annotated assembly",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,08a7e8122383feb4f03413e87457084a,0.23554735547355474,137000,70,1578000,,SRR606249-known,a1da9ad5,204962000,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Proteiniclasticum;s__Proteiniclasticum ruminis_A
122000,0.0005952322869605097,0.02738150023009664,0.0005805954274450874,0.0005805954274450874,,,,"GCF_001187545.1 Escherichia coli strain=C41(DE3), ASM118754v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,79a9095eda7947b65c67fe1241bfc13c,0.02807179015186378,119000,71,1459000,,SRR606249-known,a1da9ad5,204962000,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia flexneri
431000,0.002102828817049014,0.049665711556829036,0.0005074111298679756,0.0005074111298679756,,,,"GCF_003470855.1 Streptococcus parasanguinis strain=AM25-15, ASM347085v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,9f12f863f9d533c3ad351ac7522d568a,0.20582617000955108,104000,72,1355000,,SRR606249-known,a1da9ad5,204962000,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus parasanguinis_B
