intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,name,filename,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,lineage
1813000,0.01784817728073716,0.09285992976980101,0.002343003967355457,0.002343003967355457,,,,"GCF_000513015.1 Bifidobacterium sp. MSTE12 strain=MSTE12, BspMSTE12v1.0",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,781f51f4d2976d1e3626b71d498a0813,0.7073741708934842,238000,52,16552000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium dentium
3715000,0.036572519910611445,0.04576839613335964,0.0022839366404473365,0.0022839366404473365,,,,"GCF_013303985.1 [Clostridium] symbiosum strain=MSK.7.21, ASM1330398v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,0a831d5144d30d310b4abe2778f8ca58,0.7328861708423752,232000,53,16320000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_Q;s__Clostridium_Q symbiosum
656000,0.006458027741954538,0.06772207563764292,0.00227409208596265,0.00227409208596265,,,,"GCF_900447045.1 Clostridium paraputrificum strain=NCTC11833, 52087_F01",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,0c8b45ec7f1c8bbbe19cb015f398911d,0.19231896804456172,231000,54,16089000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium paraputrificum
534000,0.005256992094822749,0.09345794392523364,0.002264247531477963,0.002264247531477963,,,,"GCA_900547685.1 uncultured Blautia sp., UMGS1010",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,781f97f9cb2494f956afd7ef115fbf9f,0.21698496546119464,230000,55,15859000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp900547685
475000,0.004676163380226228,0.07098574085554867,0.002254402976993276,0.002254402976993276,,,,"GCA_900759275.1 uncultured Intestinibacter sp., ERS608584_12",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,c7bc869a16a2c14dc01664d5aaaecc9d,0.1472411655300682,229000,56,15630000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Intestinibacter;s__Intestinibacter sp900540355
1779000,0.017513462428257808,0.08222142084385142,0.0022445584225085895,0.0022445584225085895,,,,"GCF_013300945.1 Tyzzerella nexilis strain=MSK.23.22, ASM1330094v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,e9eaffa9d5d511aed88fd1886d5f5b1d,0.6415434547421565,228000,57,15402000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas phoceensis
1858000,0.018291182232548067,0.0877742946708464,0.002205180204569842,0.002205180204569842,,,,"GCF_002159775.1 [Clostridium] spiroforme strain=An26, ASM215977v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,0a44052b0789c614414be8e33583f308,0.7280564263322884,224000,58,15178000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelatoclostridium;s__Erysipelatoclostridium spiroforme
3302000,0.032506718908435796,0.03773584905660377,0.0021461128776617214,0.0021461128776617214,,,,"GCF_000371545.1 [Clostridium] clostridioforme 90A6 strain=90A6, Clos_clos_90A6_V1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,fe971a1468091e0e394bc3137ad8c90f,0.5715769430500259,218000,59,14960000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster clostridioformis
3025000,0.029779777316177557,0.05355736413756892,0.0020082891148761064,0.0020082891148761064,,,,"GCF_902374625.1 Erysipelotrichaceae bacterium, MGYG-HGUT-01400",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,4356d9847ea3f9251e68d4f28a262517,0.7941716986085586,204000,60,14756000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelatoclostridium;s__Erysipelatoclostridium ramosum
222000,0.0021854910956004684,0.049974886991461576,0.0019590663424526723,0.0019590663424526723,,,,"GCA_900766315.1 uncultured Clostridium sp., SRS373047_16",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,a0f0ad55f7131a1ea7d01bc11fc86b10,0.055750878955298844,199000,61,14557000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp900766315
551000,0.005424349521062424,0.08728070175438596,0.0019590663424526723,0.0019590663424526723,,,,"GCF_001071295.1 Streptococcus parasanguinis strain=540.rep1_SPAR, ASM107129v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,efe3a238710ed876324b3a0c73f0c0de,0.24166666666666667,199000,62,14358000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus parasanguinis_B
1940000,0.019098435700292384,0.0634161886551944,0.0019590663424526723,0.0019590663424526723,,,,"GCF_002865385.1 [Ruminococcus] gnavus strain=RJX1127, ASM286538v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,bd404efcfcc7bf49472d36fddcbe327a,0.6182281708094327,199000,63,14159000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B;s__Ruminococcus_B gnavus
1262000,0.012423827759674736,0.08524734982332155,0.0018999990155445516,0.0018999990155445516,,,,"GCF_000163715.1 Veillonella sp. 3_1_44 strain=3_1_44, ASM16371v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,fe4dc4dd5ef1255a832ab37d649afc39,0.5574204946996466,193000,64,13966000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella parvula_A
2205000,0.021707242638734383,0.06428811847862673,0.001880309906575178,0.001880309906575178,,,,"GCA_000433835.1 Clostridium bartlettii CAG:1329, MGS1329",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,4a15c98024b89285b7791b9894bcb796,0.7421743520700101,191000,65,13775000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Intestinibacter;s__Intestinibacter bartlettii
2402000,0.023646619872217684,0.0482881962187021,0.0018606207976058044,0.0018606207976058044,,,,"GCF_901212615.1 Flavonifractor plautii, NZ_Flavonifractor_plautii_MC1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,bd617527ee9514bfb2158cd1785d8ae9,0.6136944302503833,189000,66,13586000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor plautii
181000,0.00178186436172831,0.07788296041308089,0.00178186436172831,0.00178186436172831,,,,"GCA_900540565.1 uncultured Actinomyces sp., UMGS252",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,9659015971995e8d941962073f6663b9,0.07788296041308089,181000,67,13405000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia sp001838165
587000,0.005778753482511149,0.05601006922592826,0.0017523306982742497,0.0017523306982742497,,,,"GCF_003603695.1 Lachnospiraceae bacterium AM25-40 strain=AM25-40, ASM360369v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,c82bfea1637257501b546b7b95cc12e4,0.18470736312146005,178000,68,13227000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia hansenii
780000,0.0076787524980557005,0.07985480943738657,0.001732641589304876,0.001732641589304876,,,,"GCF_003605975.1 Veillonella atypica strain=KHUD_V1, ASM360597v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,42ea3d2b732f4f36830cfc4cc2873031,0.35390199637023595,176000,69,13051000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella atypica
586000,0.005768908928026462,0.049707602339181284,0.0016735742623967553,0.0016735742623967553,,,,"GCF_014290215.1 Anaerostipes sp. NSJ-7 strain=NSJ-7, ASM1429021v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,4c43b911413d711c6fc0225828fb640c,0.17134502923976608,170000,70,12881000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes sp000508985
2247000,0.02212071392709123,0.05165036674816626,0.0016637297079120685,0.0016637297079120685,,,,"GCF_002161525.1 Drancourtella sp. An57 strain=An57, ASM216152v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,f3d65adea32e6bf04bcb2dc8fb6a3df1,0.6867359413202934,169000,71,12712000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Sellimonas;s__Sellimonas sp002161525
3351000,0.03298910207818545,0.03344695355773328,0.0015455950540958269,0.0015455950540958269,,,,"GCF_000242175.1 Erysipelotrichaceae bacterium 6_1_45 strain=6_1_45, Erys_bact_6_1_45_V1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,b7c807de870fd96c0bdb8359c73b2f96,0.713890072432893,157000,72,12555000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Clostridium_AQ;s__Clostridium_AQ innocuum
4133000,0.04068754368521053,0.020548871163985398,0.0014963722816723928,0.0014963722816723928,,,,"GCF_902363795.1 Hungatella hathewayi, MGYG-HGUT-00150",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,3091686e59df1d2e83d733cf97241337,0.5587400297417872,152000,73,12403000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella;s__Hungatella sp005845265
153000,0.0015062168361570797,0.07142857142857142,0.0014963722816723928,0.0014963722816723928,,,,"GCF_001679455.1 Haemophilus parainfluenzae strain=CCUG 62655, ASM167945v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,49bc849d98011db96aedbadfc51d4d51,0.0718984962406015,152000,74,12251000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__Haemophilus_D parainfluenzae
362000,0.00356372872345662,0.07900318133616119,0.0014668386182183325,0.0014668386182183325,,,,"GCF_009856565.1 Streptococcus thermophilus strain=EU01, ASM985656v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,80a4b07c145534de65532ccb959c6bf5,0.1919406150583245,149000,75,12102000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus thermophilus
2201000,0.021667864420795636,0.040529130312412044,0.0014176158457948986,0.0014176158457948986,,,,"GCF_009718425.1 Roseburia faecis strain=BIOML-A1, ASM971842v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,631d261c2bdca84913412dd7dab50c1b,0.6194764987334647,144000,76,11958000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis
2445000,0.024069935715059214,0.042395493625852355,0.0014077712913102118,0.0014077712913102118,,,,"GCF_011062745.1 Clostridium perfringens strain=CP-31, ASM1106274v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,2547513be1e4e46833ad6303574ca24c,0.724873999407056,143000,77,11815000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_P;s__Clostridium_P perfringens
145000,0.0014274604002795853,0.06695156695156695,0.001388082182340838,0.001388082182340838,,,,"GCF_002871975.1 Actinomyces graevenitzii strain=UMB0286, ASM287197v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,22593cd222c07448b4d8043b8636ab93,0.06885090218423552,141000,78,11674000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces graevenitzii
155000,0.0015259059451264534,0.06630648330058939,0.0013290148554327174,0.0013290148554327174,,,,"GCF_002096765.1 Streptococcus mitis strain=RH_777_07, ASM209676v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,ec08c13b225e0816da38b6c375da12c6,0.07612966601178782,135000,79,11539000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus mitis
141000,0.001388082182340838,0.04082288653166184,0.001250258419555223,0.001250258419555223,,,,"GCA_000435835.1 Clostridium sp. CAG:221, MGS221",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,dc265546367468bce45238d035694f73,0.04532304725168756,127000,80,11412000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp000435835
1205000,0.011862688154047589,0.05575379125780553,0.0012305693105858495,0.0012305693105858495,,,,"GCF_902810435.1 Veillonella parvula strain=SKV38, SKV38",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,92fffacc05525a8c6779bf5455282783,0.5374665477252453,125000,81,11287000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella parvula_A
210000,0.002067356441784227,0.026646447140381283,0.0012108802016164758,0.0012108802016164758,,,,"GCF_003479915.1 Ruminococcus sp. AM46-18 strain=AM46-18, ASM347991v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,f5999712ea1ec70d81c04e1bc32883e9,0.04549393414211438,123000,82,11164000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp003480185
2713000,0.026708276316955278,0.018222554144884242,0.001201035647131789,0.001201035647131789,,,,"GCF_003467385.1 Enterocloster aldensis strain=AM40-2AC, ASM346738v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,ca0ec57455a0356667642c879f736aca,0.405227781926811,122000,83,11042000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster aldenensis
165000,0.0016243514899733213,0.03835182250396196,0.0011911910926471023,0.0011911910926471023,,,,"GCA_900543325.1 uncultured Clostridium sp., UMGS558",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,f3a66271c1236cae384c2a4c26a9b7a5,0.05229793977812995,121000,84,10921000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp900543325
670000,0.006595851504740153,0.057443752991862135,0.0011813465381624155,0.0011813465381624155,,,,"GCF_000448685.2 Streptococcus salivarius strain=HSISS4, ASM44868v2",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,4b390ec30d0e1ae7a8a1bfe1682435c4,0.32072762087123025,120000,85,10801000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus salivarius
1491000,0.014678230736668012,0.03358952462282949,0.001161657429193042,0.001161657429193042,,,,"GCF_000526735.1 [Ruminococcus] gnavus AGR2154 strain=AGR2154, ASM52673v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,f5fc9e2c73f5a6c8743413935a470348,0.42442356959863364,118000,86,10683000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B;s__Ruminococcus_B gnavus
2278000,0.02242589511611652,0.03884462151394422,0.0011518128747083551,0.0011518128747083551,,,,"GCA_001078415.1 Clostridium sp. 1_1_41A1FAA strain=1_1_41A1FAA, Clostridium_sp_1_1_41A1Faa_V1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,8f2a0e3551f6d7d7410c99889f76af76,0.7563081009296149,117000,87,10566000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Intestinibacter;s__Intestinibacter bartlettii
122000,0.001201035647131789,0.060732984293193716,0.0011419683202236683,0.0011419683202236683,,,,"GCA_001070095.1 Streptomyces cattleya strain=1093_SCAT, ASM107009v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,d63a34878dba4f23d40f9e68ba0e1323,0.06387434554973823,116000,88,10450000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia sp000308055
2127000,0.020939367388928813,0.02130394857667585,0.0011419683202236683,0.0011419683202236683,,,,"GCF_013403045.1 Escherichia coli O157:H7 strain=ZZb4, ASM1340304v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,3b26188086e1b334b303ad19ee36b98b,0.390633608815427,116000,89,10334000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia dysenteriae
2352000,0.023154392147983344,0.028872709013306554,0.0011321237657389814,0.0011321237657389814,,,,"GCF_902363185.1 Clostridiales bacterium, MGYG-HGUT-00099",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,0725f75151e9546db2c4da4903fa7e66,0.5905096660808435,115000,90,10219000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor plautii
119000,0.0011715019836777286,0.021759697256385997,0.0011321237657389814,0.0011321237657389814,,,,"GCF_000699845.1 Bacteroides vulgatus str. 3775 SR(B) 19 strain=3775 SR(B) 19, ASM69984v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,dca990c2a447c5ed64c26c028934d29b,0.022516556291390728,115000,91,10104000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus
2071000,0.020388072337786355,0.030227398779811426,0.0010730564388308607,0.0010730564388308607,,,,"GCF_014467075.1 Anaerostipes caccae strain=JCM 13470, ASM1446707v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,851f79ec11a0fc091dcc737b6dbe5cc2,0.5743205768164171,109000,92,9995000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes caccae
120000,0.0011813465381624155,0.04032258064516129,0.0010336782208921135,0.0010336782208921135,,,,"GCF_009678825.1 Megasphaera sp. BIOML-A2 strain=BIOML-A2, ASM967882v1",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,fcb3cb1b833ae9ce0c390328ad006af1,0.04608294930875576,105000,93,9890000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera sp001546855
1037000,0.010208803000620208,0.034264803725881574,0.00101398911192274,0.00101398911192274,,,,"GCA_900756445.1 uncultured Tyzzerella sp., ERS537181_3",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,4f63d98c40143417f4dd2149259c6d78,0.3449767132401863,103000,94,9787000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas phoceensis
105000,0.0010336782208921135,0.06520335700451904,0.0009943000029533663,0.0009943000029533663,,,,"GCF_000758945.1 Atopobium parvulum DNF00906 strain=DNF00906, 04_NF40_HMP1647v01",/group/ctbrowngrp/gtdb/databases/ctb/gtdb-rs202.genomic.k31.sbt.zip,eea427512a48c3f2a2ec7092f212c5cb,0.06778566817301485,101000,95,9686000,,p8808mo11-known,18f98a5a,101579000,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Lancefieldella;s__Lancefieldella sp000564995
